osmid,geometry,amenity,capacity,divvy:id,name,operator,element_type,network,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,brand,brand:wikidata,brand:wikipedia,opening_hours,shop,payment:credit_cards,payment:app,payment:subscription
2480305300,POINT (-87.640591 41.849527),bicycle_rental,11,209,Normal Ave & Archer Ave,Divvy,node,,,,,,,,,,,,,,
2480305302,POINT (-87.6587593 41.8917355),bicycle_rental,15,186,Ogden Ave & Race Ave,Divvy,node,,,,,,,,,,,,,,
2480305303,POINT (-87.63639000000001 41.888243),bicycle_rental,23,100,Orleans St & Merchandise Mart Plaza,Divvy,node,,,,,,,,,,,,,,
2480305304,POINT (-87.668745 41.857901),bicycle_rental,15,205,Paulina St & 18th St,Divvy,node,,,,,,,,,,,,,,
2480305306,POINT (-87.671387 41.961507),bicycle_rental,15,297,Paulina St & Montrose Ave,Divvy,node,,,,,,,,,,,,,,
2480305307,POINT (-87.64963299999999 41.877749),bicycle_rental,19,134,Peoria St & Jackson Blvd,Divvy,node,,,,,,,,,,,,,,
2480305309,POINT (-87.648043 41.954383),bicycle_rental,15,254,Pine Grove Ave & Irving Park Rd,Divvy,node,,,,,,,,,,,,,,
2480305310,POINT (-87.6186919 41.7948343),bicycle_rental,15,204,Prairie Ave & Garfield Blvd,Divvy,node,,,,,,,,,,,,,,
2480305311,POINT (-87.656959 41.865054),bicycle_rental,15,136,Racine Ave & 13th St,Divvy,node,,,,,,,,,,,,,,
2480305312,POINT (-87.65662500000001 41.861267),bicycle_rental,15,274,Racine Ave & 15th St,Divvy,node,,,,,,,,,,,,,,
2480305313,POINT (-87.65893 41.93979),bicycle_rental,15,226,Racine Ave & Belmont Ave,Divvy,node,,,,,,,,,,,,,,
2480305316,POINT (-87.67356700000001 41.957921),bicycle_rental,15,314,Ravenswood Ave & Berteau Ave,Divvy,node,,,,,,,,,,,,,,
2480305321,POINT (-87.67393 41.95469),bicycle_rental,19,244,Ravenswood Ave & Irving Park Rd,Divvy,node,,,,,,,,,,,,,,
2480305329,POINT (-87.613533 41.836208),bicycle_rental,11,263,Rhodes Ave & 32nd St,Divvy,node,,,,,,,,,,,,,,
2480305334,POINT (-87.65114800000001 41.883004),bicycle_rental,15,233,Sangamon St & Washington Blvd,Divvy,node,,,,,,,,,,,,,,
2480305338,POINT (-87.638437 41.894666),bicycle_rental,19,111,Sedgwick St & Huron St,Divvy,node,,,,,,,,,,,,,,
2480305343,POINT (-87.63851699999999 41.907576),bicycle_rental,15,236,Sedgwick St & Schiller St,Divvy,node,,,,,,,,,,,,,,
2480305347,POINT (-87.6388967 41.9221396),bicycle_rental,15,143,Sedgwick St & Webster Ave,Divvy,node,,,,,,,,,,,,,,
2480305352,POINT (-87.679618 41.943403),bicycle_rental,11,308,Seeley Ave & Roscoe St,Divvy,node,,,,,,,,,,,,,,
2480305361,POINT (-87.65371399999999 41.921687),bicycle_rental,19,327,Sheffield Ave & Webster Ave,Divvy,node,,,,,,,,,,,,,,
2480305366,POINT (-87.653566 41.936253),bicycle_rental,23,115,Sheffield Ave & Wellington Ave,Divvy,node,,,,,,,,,,,,,,
2480305371,POINT (-87.65383300000001 41.928712),bicycle_rental,19,302,Sheffield Ave & Wrightwood Ave,Divvy,node,,,,,,,,,,,,,,
2480305374,POINT (-87.654455 41.958404),bicycle_rental,15,306,Sheridan Rd & Buena Ave,Divvy,node,,,,,,,,,,,,,,
2480305375,POINT (-87.65443500000001 41.9543201),bicycle_rental,11,240,Sheridan Rd & Irving Park Rd,Divvy,node,,,,,,,,,,,,,,
2480305379,POINT (-87.654691 41.969517),bicycle_rental,15,323,Sheridan Rd & Lawrence Ave,Divvy,node,,,,,,,,,,,,,,
2480305383,POINT (-87.6546421 41.9619208),bicycle_rental,15,231,Sheridan Rd & Montrose Ave,Divvy,node,,,,,,,,,,,,,,
2480305388,POINT (-87.580715 41.795212),bicycle_rental,19,247,Shore Drive & 55th St,Divvy,node,,,,,,,,,,,,,,
2480305392,POINT (-87.6636948 41.9394986),bicycle_rental,15,154,Southport Ave & Belmont Ave,Divvy,node,,,,,,,,,,,,,,
2480305402,POINT (-87.664199 41.957081),bicycle_rental,11,292,Southport Ave & Clark St,Divvy,node,,,,,,,,,,,,,,
2480305411,POINT (-87.66435799999999 41.954177),bicycle_rental,15,318,Southport Ave & Irving Park Rd,Divvy,node,,,,,,,,,,,,,,
2480305416,POINT (-87.66401999999999 41.943739),bicycle_rental,19,229,Southport Ave & Roscoe St,Divvy,node,,,,,,,,,,,,,,
2480305420,POINT (-87.66394 41.94815),bicycle_rental,15,227,Southport Ave & Waveland Ave,Divvy,node,,,,,,,,,,,,,,
2480305425,POINT (-87.66370000000001 41.93584),bicycle_rental,19,153,Southport Ave & Wellington Ave,Divvy,node,,,,,,,,,,,,,,
2480305429,POINT (-87.66316999999999 41.92888),bicycle_rental,15,190,Southport Ave & Wrightwood Ave,Divvy,node,,,,,,,,,,,,,,
2480305435,POINT (-87.622663 41.894448),bicycle_rental,19,211,St Clair St & Erie St,Divvy,node,,,,,,,,,,,,,,
2480305439,POINT (-87.62754200000001 41.856594),bicycle_rental,15,178,State St & 19th St,Divvy,node,,,,,,,,,,,,,,
2480305440,POINT (-87.626938 41.841707),bicycle_rental,14,193,State St & 29th St,Divvy,node,,,,,,,,,,,,,,
2480305441,POINT (-87.62581299999999 41.834734),bicycle_rental,11,148,State St & 33rd St,Divvy,node,,,,,,,,,,,,,,
2480305442,POINT (-87.62688 41.83104),bicycle_rental,19,184,State St & 35th St,Divvy,node,,,,,,,,,,,,,,
2480305444,POINT (-87.6277 41.88918),bicycle_rental,15,47,State St & Kinzie St,Divvy,node,,,,,,,,,,,,,,
2480305445,POINT (-87.628722 41.897448),bicycle_rental,27,106,State St & Pearson St,Divvy,node,,,,,,,,,,,,,,
2480305446,POINT (-87.62775000000001 41.887155),bicycle_rental,11,194,State St & Wacker Dr,Divvy,node,,,,,,,,,,,,,,
2480305447,POINT (-87.6914392 41.9177255),bicycle_rental,11,185,Stave St & Armitage Ave,Divvy,node,,,,,,,,,,,,,,
2480305448,POINT (-87.63083399999999 41.926277),bicycle_rental,23,177,Theater on the Lake,Divvy,node,,,,,,,,,,,,,,
2480305449,POINT (-87.6258028 41.8708406),bicycle_rental,19,321,Wabash Ave & 9th St,Divvy,node,,,,,,,,,,,,,,
2480305450,POINT (-87.626937 41.891738),bicycle_rental,15,199,Wabash Ave & Grand Ave,Divvy,node,,,,,,,,,,,,,,
2480305451,POINT (-87.62511979999999 41.8821536),bicycle_rental,19,197,Michigan Ave & Madison St,Divvy,node,,,,,,,,,,,,,,
2480305452,POINT (-87.6413088 41.830621),bicycle_rental,15,278,Wallace St & 35th St,Divvy,node,,,,,,,,,,,,,,
2480305453,POINT (-87.634664 41.912202),bicycle_rental,19,289,Wells St & Concord Ln,Divvy,node,,,,,,,,,,,,,,
2480305454,POINT (-87.63482999999999 41.906724),bicycle_rental,19,291,Wells St & Evergreen Ave,Divvy,node,,,,,,,,,,,,,,
2480305455,POINT (-87.633985 41.892238),bicycle_rental,19,212,Wells St & Ohio St,Divvy,node,,,,,,,,,,,,,,
2480305456,POINT (-87.633523 41.872373),bicycle_rental,19,175,Wells St & Polk St,Divvy,node,,,,,,,,,,,,,,
2480305457,POINT (-87.631715 41.849237),bicycle_rental,15,132,Wentworth Ave & 24th St,Divvy,node,,,,,,,,,,,,,,
2480305458,POINT (-87.63193699999999 41.854564),bicycle_rental,15,120,Wentworth Ave & Archer Ave,Divvy,node,,,,,,,,,,,,,,
2480305459,POINT (-87.685243 41.85394),bicycle_rental,15,203,Western Ave & 21st St,Divvy,node,,,,,,,,,,,,,,
2480305460,POINT (-87.685109 41.84847),bicycle_rental,15,281,Western Ave & 24th St,Divvy,node,,,,,,,,,,,,,,
2480305461,POINT (-87.687275 41.902893),bicycle_rental,15,305,Western Ave & Division St,Divvy,node,,,,,,,,,,,,,,
2480305462,POINT (-87.6884471 41.9665049),bicycle_rental,20,239,Western Ave & Leland Ave,Divvy,node,,,,,,,,,,,,,,
2480305463,POINT (-87.687051 41.915533),bicycle_rental,15,116,Western Ave & Winnebago Ave,Divvy,node,,,,,,,,,,,,,,
2480305464,POINT (-87.6529767 41.940127),bicycle_rental,23,117,Wilton Ave & Belmont Ave,Divvy,node,,,,,,,,,,,,,,
2480305466,POINT (-87.67104500000001 41.869154),bicycle_rental,15,317,Wood St & Taylor St,Divvy,node,,,,,,,,,,,,,,
2480305467,POINT (-87.59647099999999 41.795264),bicycle_rental,19,248,Woodlawn Ave & 55th St,Divvy,node,,,,,,,,,,,,,,
2480305468,POINT (-87.64972849999999 41.8748253),bicycle_rental,19,109,900 W Harrison,Divvy,node,,,,,,,,,,,,,,
2568328256,POINT (-87.66120600000001 41.88283),bicycle_rental,15,346,Ada St & Washington Blvd,Divvy,node,,,,,,,,,,,,,,
2568328257,POINT (-87.60726699999999 41.866095),bicycle_rental,19,341,Adler Planetarium,Divvy,node,,,,,,,,,,,,,,
2568328258,POINT (-87.66774700000001 41.895966),bicycle_rental,15,350,Ashland Ave & Chicago Ave,Divvy,node,,,,,,,,,,,,,,
2568328259,POINT (-87.6687 41.950687),bicycle_rental,15,347,Ashland Ave & Grace St,Divvy,node,,,,,,,,,,,,,,
2568328260,POINT (-87.69544500000001 41.854016),bicycle_rental,15,348,California Ave & 21st St,Divvy,node,,,,,,,,,,,,,,
2568328261,POINT (-87.61803399999999 41.831379),bicycle_rental,15,335,Calumet Ave & 35th St,Divvy,node,,,,,,,,,,,,,,
2568328262,POINT (-87.643118 41.929546),bicycle_rental,15,340,Clark St & Wrightwood Ave,Divvy,node,,,,,,,,,,,,,,
2568328263,POINT (-87.60675500000001 41.809855),bicycle_rental,15,336,Cottage Grove Ave & 47th St,Divvy,node,,,,,,,,,,,,,,
2568328264,POINT (-87.60661500000001 41.803038),bicycle_rental,15,351,Cottage Grove Ave & 51st St,Divvy,node,,,,,,,,,,,,,,
2568328265,POINT (-87.64907700000001 41.929143),bicycle_rental,15,349,Halsted St & Wrightwood Ave,Divvy,node,,,,,,,,,,,,,,
2568328266,POINT (-87.707322 41.921525),bicycle_rental,15,290,Kedzie Ave & Palmer Ct,Divvy,node,,,,,,,,,,,,,,
2568328267,POINT (-87.587782 41.793242),bicycle_rental,19,345,Lake Park Ave & 56th St,Divvy,node,,,,,,,,,,,,,,
2568328268,POINT (-87.64926 41.925905),bicycle_rental,15,127,Lincoln Ave & Fullerton Ave,Divvy,node,,,,,,,,,,,,,,
2568328269,POINT (-87.65897099999999 41.928887),bicycle_rental,15,343,Racine Ave & Wrightwood Ave,Divvy,node,,,,,,,,,,,,,,
2568328270,POINT (-87.63874199999999 41.93132),bicycle_rental,15,324,Stockton Dr & Wrightwood Ave,Divvy,node,,,,,,,,,,,,,,
2568328271,POINT (-87.67425160000001 41.9690835),bicycle_rental,20,344,Ravenswood Ave & Lawrence Ave,Divvy,node,,,,,,,,,,,,,,
2568328272,POINT (-87.673688 41.871262),bicycle_rental,15,342,Wolcott Ave & Polk St,Divvy,node,,,,,,,,,,,,,,
3032306678,POINT (-87.6013049 41.78875),bicycle_rental,19,328,Ellis Ave & 58th St,Divvy,node,,,,,,,,,,,,,,
3032306679,POINT (-87.663257 41.921004),bicycle_rental,15,307,Southport Ave & Clybourn Ave,Divvy,node,,,,,,,,,,,,,,
3191088171,POINT (-87.6687848 41.9160622),bicycle_rental,20,,Marshfield Ave & Cortland St,Divvy,node,,,,,,,,,,,,,,
3474975135,POINT (-87.6532654 41.9251419),,,,Whole Foods Market,Whole Foods,node,,Chicago,959,60614,Illinois,West Fullerton Avenue,Whole Foods Market,Q1809448,en:Whole Foods Market,mo- su 8:00 - 22:00,supermarket,,,
3574942643,POINT (-87.7154736 41.9244738),bicycle_rental,15,,Drake Ave & Fullerton Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574948810,POINT (-87.7239976 41.9306048),bicycle_rental,15,,Kosciuszko Park,Divvy,node,Bixi,,,,,,,,,,,,,
3574951304,POINT (-87.72357599999999 41.939309),bicycle_rental,19,,Avers Ave & Belmont Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574951779,POINT (-87.71695630000001 41.9353418),bicycle_rental,15,,Central Park Ave & Elbridge Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574952626,POINT (-87.7122542 41.9394019),bicycle_rental,23,,Kimball Ave & Belmont Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574954091,POINT (-87.7012187 41.9319623),bicycle_rental,14,,Richmond St & Diversey Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574957593,POINT (-87.6980046 41.9265923),bicycle_rental,18,,California Ave & Altgeld St,Divvy,node,Divvy,,,,,,,,,,,,,
3574957594,POINT (-87.68930229999999 41.924753),bicycle_rental,14,,Campbell Ave & Fullerton Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574958245,POINT (-87.7017328 41.9175779),bicycle_rental,19,,Humboldt Blvd & Armitage Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574959011,POINT (-87.71036119999999 41.9172687),bicycle_rental,15,,Armitage Ave & Spaulding Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574960294,POINT (-87.7051228 41.9139521),bicycle_rental,14,,Albany Ave & Bloomingdale Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574972443,POINT (-87.7054098 41.909964),bicycle_rental,14,,Troy St & North Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574972444,POINT (-87.7165904 41.9098655),bicycle_rental,14,,Central Park Ave & North Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3574984297,POINT (-87.69705310000001 41.9181951),bicycle_rental,14,,California Ave & Francis Pl,Divvy,node,Divvy,,,,,,,,,,,,,
3616224293,POINT (-87.7162395 41.9803195),bicycle_rental,,,St. Louis & Balmoral,Divvy,node,Divvy,,,,,,,,,,,,,
3616227079,POINT (-87.70897050000001 41.9829235),bicycle_rental,,,Kedzie Ave & Bryn Mawr Ave,Divvy,node,Divvy,,,,,,,,,,,,,
3649121725,POINT (-87.73232640000001 41.9537667),bicycle_rental,18,,Keeler Ave & Irving Park Rd,Divvy,node,Divvy,,,,,,,,,,,,,
3649121726,POINT (-87.72896900000001 41.9611194),bicycle_rental,14,,Keystone Ave & Montrose Ave,Divvy,node,Divvy,,,,,,,,,,,,,
4193469760,POINT (-87.643331 41.9035204),bicycle_rental,,,Larrabee St & Division St,Divvy,node,,,,,,,,,,,,,,
4267412054,POINT (-87.6105767 41.8910541),bicycle_rental,,,Bike & Roll,,node,,,,,,,,,,,,,,
4331571913,POINT (-87.7742856 41.8879327),bicycle_rental,15,532,Austin Blvd & Lake St,Divvy,node,Divvy,,,,,,,,,,,,,
4342158591,POINT (-87.6602158 41.9840193),bicycle_rental,,,Broadway & Ridge Ave,Divvy,node,,,,,,,,,,,,,,
4342166989,POINT (-87.6623409 42.0105713),bicycle_rental,,,Sheridan Rd & Greenleaf Ave,Divvy,node,,,,,,,,,,,,,,
4354964691,POINT (-87.5655173 41.7664026),bicycle_rental,,,South Shore Dr & 71st St,Divvy,node,,,,,,,,,,,,,,
4354964692,POINT (-87.5759297 41.781215),bicycle_rental,23,101,63rd Street Beach,Divvy,node,,,,,,,,,,,,,,
4641050528,POINT (-87.63728999999999 41.8832829),bicycle_rental,17,18,Wacker Dr & Washington St,Divvy,node,,,,,,,,,,,,,,
4641050529,POINT (-87.6259495 41.8868816),bicycle_rental,18,194,Wabash Ave & Wacker Pl,Divvy,node,,,,,,,,,,,,,,
4641050530,POINT (-87.6175087 41.8863621),bicycle_rental,19,7,Field Blvd & South Water St,Divvy,node,,,,,,,,,,,,,,
4641050531,POINT (-87.6128202 41.8851188),bicycle_rental,30,6,DuSable Harbor,Divvy,node,,,,,,,,,,,,,,
4641050532,POINT (-87.61952890000001 41.8845981),bicycle_rental,30,195,Columbus Dr & Randolph St,Divvy,node,,,,,,,,,,,,,,
4641050533,POINT (-87.6308788 41.8860238),bicycle_rental,26,38,Clark St & Lake St,Divvy,node,,,,,,,,,,,,,,
4872334555,POINT (-87.6239628 41.8728616),bicycle_rental,,,Michigan Ave & 8th St,Divvy,node,,,,,,,,,,,,,,
4985744081,POINT (-87.70638270000001 41.8845538),bicycle_rental,19,377,Kedzie Ave & Lake St,Divvy,node,Divvy,,,,,,,,,,,,,
4986143501,POINT (-87.735336 41.8859012),bicycle_rental,15,536,Kostner Ave & Lake St,Divvy,node,Divvy,,,,,,,,,,,,,
4986143502,POINT (-87.7653392 41.8876664),bicycle_rental,15,531,Central Ave & Lake St,Divvy,node,Divvy,,,,,,,,,,,,,
4986143503,POINT (-87.6962094 41.8845053),bicycle_rental,15,378,California Ave & Lake St,Divvy,node,Divvy,,,,,,,,,,,,,
4986143504,POINT (-87.716881 41.8854878),bicycle_rental,15,518,Conservatory Dr & Lake St,Divvy,node,Divvy,,,,,,,,,,,,,
5002300677,POINT (-87.7050297 41.8535382),bicycle_rental,8,439,Kedzie Ave & 21st St,Divvy,node,Divvy,,,,,,,,,,,,,
5033851682,POINT (-87.7557097 41.887834),bicycle_rental,15,530,Laramie Ave & Kinzie St,Divvy,node,Divvy,,,,,,,,,,,,,
5033851684,POINT (-87.7452897 41.8868604),bicycle_rental,15,529,Cicero Ave & Lake St,Divvy,node,Divvy,,,,,,,,,,,,,
5033851685,POINT (-87.7266489 41.885341),bicycle_rental,15,528,Pulaski Rd & Lake St,Divvy,node,Divvy,,,,,,,,,,,,,
5104210321,POINT (-87.5870784 41.802456),bicycle_rental,19,417,Cornell Ave & Hyde Park Blvd,Divvy,node,,,,,,,,,,,,,,
5104210322,POINT (-87.6203795 41.8763964),bicycle_rental,,,Buckingham Fountain,Divvy,node,,,,,,,,,,,,,,
5104210421,POINT (-87.61348270000001 41.8563298),bicycle_rental,,,Burnham Harbor,Divvy,node,,,,,,,,,,,,,,
5104210422,POINT (-87.6153482 41.8672621),bicycle_rental,,,Shedd Aquarium,Divvy,node,,,,,,,,,,,,,,
5192919372,POINT (-87.6951646 41.8491229),bicycle_rental,15,442,California Ave & 23rd Pl,Divvy,node,,,,,,,,,,,,,,
5192919377,POINT (-87.69531480000001 41.8440398),bicycle_rental,11,445,California Ave & 26th St,Divvy,node,,,,,,,,,,,,,,
5223997895,POINT (-87.76331949999999 41.8801399),bicycle_rental,15,542,Madison St & Central Ave,Divvy,node,Divvy,,,,,,,,,,,,,
5223997901,POINT (-87.7644863 41.8729962),bicycle_rental,15,541,Central Ave & Harrison St,Divvy,node,Divvy,,,,,,,,,,,,,
5301216658,POINT (-87.5995528 41.7915138),bicycle_rental,27,423,University Ave & 57th St,Divvy,node,,,,,,,,,,,,,,
5301216659,POINT (-87.5839828 41.7918816),bicycle_rental,27,424,Museum of Science & Industry,Divvy,node,,,,,,,,,,,,,,
5301216660,POINT (-87.57714470000001 41.7735302),bicycle_rental,15,352,Jeffery Blvd & 67th St,Divvy,node,,,,,,,,,,,,,,
5301216661,POINT (-87.6061121 41.7806311),bicycle_rental,19,427,Cottage Grove Ave & 63rd St,Divvy,node,,,,,,,,,,,,,,
5301216662,POINT (-87.605632 41.7736702),bicycle_rental,11,429,Cottage Grove Ave & 67th St,Divvy,node,,,,,,,,,,,,,,
5301216664,POINT (-87.58857620000001 41.7879391),bicycle_rental,15,425,Harper Ave & 59th St,Divvy,node,,,,,,,,,,,,,,
5301216666,POINT (-87.60144940000001 41.7942934),bicycle_rental,19,420,Ellis Ave & 55th St,Divvy,node,,,,,,,,,,,,,,
5301216667,POINT (-87.61586459999999 41.7800791),bicycle_rental,15,430,MLK Jr Dr & 63rd St,Divvy,node,,,,,,,,,,,,,,
5301216669,POINT (-87.6010095 41.7854141),bicycle_rental,19,426,Ellis Ave & 60th St,Divvy,node,,,,,,,,,,,,,,
5301216670,POINT (-87.6009518 41.7993594),bicycle_rental,11,418,Ellis Ave & 53rd St,Divvy,node,,,,,,,,,,,,,,
5301216671,POINT (-87.5866355 41.7786939),bicycle_rental,15,95,Stony Island Ave & 64th St,Divvy,node,,,,,,,,,,,,,,
5301216672,POINT (-87.58525830000001 41.7734202),bicycle_rental,11,102,Stony Island Ave & 67th St,Divvy,node,,,,,,,,,,,,,,
5301216673,POINT (-87.6133219 41.7841011),bicycle_rental,11,431,Eberhart Ave & 61st St,Divvy,node,,,,,,,,,,,,,,
5301216674,POINT (-87.5672232 41.7736383),bicycle_rental,19,355,South Shore Dr & 67th St,Divvy,node,,,,,,,,,,,,,,
5301216675,POINT (-87.60780080000001 41.7915337),bicycle_rental,15,422,DuSable Museum,Divvy,node,,,,,,,,,,,,,,
5301216676,POINT (-87.6158204 41.7934435),bicycle_rental,16,421,MLK Jr Dr & 56th St,Divvy,node,,,,,,,,,,,,,,
5301216677,POINT (-87.591414 41.780359),bicycle_rental,15,428,Dorchester Ave & 63rd St,Divvy,node,,,,,,,,,,,,,,
5405774469,POINT (-87.745389 41.8775998),bicycle_rental,15,539,Cicero Ave & Quincy St,Divvy,node,Divvy,,,,,,,,,,,,,
5405774475,POINT (-87.7465852 41.8721196),bicycle_rental,15,538,Flournoy St & Cicero Ave,Divvy,node,Divvy,,,,,,,,,,,,,
5572109231,POINT (-87.7746088 41.8948703),bicycle_rental,11,524,Austin Blvd & Chicago Ave,Divvy,node,,,,,,,,,,,,,,
5572109232,POINT (-87.75544979999999 41.8802408),bicycle_rental,15,540,Laramie Ave & Madison St,Divvy,node,Divvy,,,,,,,,,,,,,
5572109233,POINT (-87.77446999999999 41.8802706),bicycle_rental,11,544,Austin Blvd & Madison St,Divvy,node,Divvy,,,,,,,,,,,,,
5572109234,POINT (-87.7649128 41.8949522),bicycle_rental,11,550,Central Ave & Chicago Ave,Divvy,node,,,,,,,,,,,,,,
5572109235,POINT (-87.7551871 41.8758203),bicycle_rental,15,543,Laramie Ave & Gladys Ave,Divvy,node,Divvy,,,,,,,,,,,,,
5572315306,POINT (-87.74099769999999 41.8807121),bicycle_rental,11,537,Kenton Ave & Madison St,Divvy,node,Divvy,,,,,,,,,,,,,
5689419597,POINT (-87.63479839999999 41.8162392),bicycle_rental,11,409,Shields Ave & 43rd St,Divvy,node,,,,,,,,,,,,,,
5689419603,POINT (-87.6331271 41.7946646),bicycle_rental,11,385,Princeton Ave & Garfield Blvd,Divvy,node,,,,,,,,,,,,,,
5689419605,POINT (-87.63345459999999 41.8092263),bicycle_rental,11,412,Princeton Ave & 47th St,Divvy,node,,,,,,,,,,,,,,
5689419611,POINT (-87.6297484 41.780097),bicycle_rental,11,390,Wentworth Ave & 63rd St,Divvy,node,,,,,,,,,,,,,,
5697322703,POINT (-87.7159329 41.8446051),bicycle_rental,11,443,Millard Ave & 26th St,Divvy,node,Divvy,,,,,,,,,,,,,
5737098583,POINT (-87.69363559999999 41.9659122),bicycle_rental,15,,Rockwell St & Eastwood Ave,Divvy,node,,,,,,,,,,,,,,
5756861772,POINT (-87.6342257 41.8898488),bicycle_rental,,,Wells St & Hubbard St,Divvy,node,,,,,,,,,,,,,,
5756861773,POINT (-87.6322918 41.8948863),bicycle_rental,,,LaSalle Dr & Huron St,Divvy,node,,,,,,,,,,,,,,
5756861776,POINT (-87.6322918 41.8675083),bicycle_rental,,,Delano Ct & Roosevelt Rd,Divvy,node,,,,,,,,,,,,,,
5756861777,POINT (-87.6310668 41.870838),bicycle_rental,,,Clark St & 9th St (AMLI),Divvy,node,,,,,,,,,,,,,,
5930382010,POINT (-87.6945671 41.866638),bicycle_rental,15,436,Fairfield Ave & Roosevelt Rd,Divvy,node,,,,,,,,,,,,,,
5930382045,POINT (-87.70654829999999 41.8665222),bicycle_rental,15,435,Kedzie Ave & Roosevelt Rd,Divvy,node,,,,,,,,,,,,,,
5930669856,POINT (-87.6679688 41.9146529),bicycle_rental,23,628,Walsh Park,Divvy,node,,,,,,,,,,,,,,
5930673389,POINT (-87.6640494 41.9129688),bicycle_rental,22,,Elston Ave & Wabansia Ave,Divvy,node,,,,,,,,,,,,,,
5954568354,POINT (-87.61194930000001 41.8922419),bicycle_rental,34,,Streeter Dr & Grand Ave,Divvy,node,,,,,,,,,,,,yes,,
5967965846,POINT (-87.7400542 41.9488679),bicycle_rental,,,Milwaukee Ave & Kilbourn Ave,Divvy,node,Divvy,,,,,,,,,,,,yes,yes
6302502054,POINT (-87.63677970000001 41.8900184),bicycle_rental,19,,Orleans St & Hubbard St,Divvy,node,,,,,,,,,,,,,,
6302502055,POINT (-87.620079 41.8957636),bicycle_rental,19,,Fairbanks Ct & Superior St,Divvy,node,,,,,,,,,,,,,,
6302502056,POINT (-87.6397297 41.8776129),bicycle_rental,24,13138,Canal St & Jackson Blvd,Divvy,node,,,,,,,,,,,,,,
6340892785,POINT (-87.7871311 41.9982617),bicycle_rental,,,Caldwell Woods,HOPR,node,,,,,,,,,,,,,,
6340892786,POINT (-87.7847689 42.0028317),bicycle_rental,,,,HOPR Bike Share,node,,,,,,,,,,,,,,
6340892787,POINT (-87.791737 42.0105813),bicycle_rental,,,,,node,,,,,,,,,,,,,,
6394873185,POINT (-87.6452338 41.8017784),bicycle_rental,,,Halsted St & 51st St,Divvy,node,,,,,,,,,,,,,,
6515773607,POINT (-87.6735853 42.0191393),bicycle_rental,,,Paulina St & Howard St,Divvy,node,,,,,,,,,,,,,,
6515799342,POINT (-87.6654097 42.0080013),bicycle_rental,,,Glenwood Ave & Morse Ave,Divvy,node,,,,,,,,,,,,,,
6744908260,POINT (-87.6453769 41.9401041),bicycle_rental,13,,Broadway & Belmont Ave,Divvy,node,,,,,,,,,,,,,,
6747273673,POINT (-87.6741983 42.0090524),bicycle_rental,,,Clark St & Lunt Ave,Divvy,node,,,,,,,,,,,,,,
6747277584,POINT (-87.6743049 42.012584),bicycle_rental,,,Clark St & Touhy Ave,Divvy,node,,,,,,,,,,,,,,
6775079282,POINT (-87.66957240000001 42.0194149),bicycle_rental,,,Bosworth Ave & Howard St,Divvy,node,,,,,,,,,,,,,,
6775080473,POINT (-87.67502159999999 42.0159544),bicycle_rental,,,Clark St & Jarvis Ave,Divvy,node,,,,,,,,,,,,,,
6775081866,POINT (-87.66115929999999 42.0010419),bicycle_rental,,,Sheridan Rd & Loyola Ave,Divvy,node,,,,,,,,,,,,,,
6775084955,POINT (-87.67137580000001 41.9993368),bicycle_rental,,,Clark St & Schreiber Ave,Divvy,node,,,,,,,,,,,,,,
6775086055,POINT (-87.6612854 42.0045858),bicycle_rental,,,Sheridan Rd & Columbia Ave,Divvy,node,,,,,,,,,,,,,,
6775086142,POINT (-87.6650758 42.021),bicycle_rental,,,Eastlake Ter & Rogers Ave,Divvy,node,,,,,,,,,,,,,,
6775086332,POINT (-87.6777092 42.0168083),bicycle_rental,,,Wolcott Ave & Fargo Ave,Divvy,node,,,,,,,,,,,,,,
6775090691,POINT (-87.6726007 42.0044397),bicycle_rental,,,Clark St & Columbia Ave,Divvy,node,,,,,,,,,,,,,,
6775097312,POINT (-87.6684364 42.0160082),bicycle_rental,,,Greenview Ave & Jarvis Ave,Divvy,node,,,,,,,,,,,,,,
6775109044,POINT (-87.6829846 42.0122736),bicycle_rental,,,Ridge Blvd & Touhy Ave,Divvy,node,,,,,,,,,,,,,,
6775114021,POINT (-87.6660304 42.0127334),bicycle_rental,,,Glenwood Ave & Touhy Ave,Divvy,node,,,,,,,,,,,,,,
6776045668,POINT (-87.68450850000001 42.0193367),bicycle_rental,,,Ridge Blvd & Howard Street,Divvy,node,,,,,,,,,,,,,,
6776052561,POINT (-87.6904171 42.0085872),bicycle_rental,,,Western Ave & Lunt Ave,Divvy,node,,,,,,,,,,,,,,
6776052562,POINT (-87.6828426 41.9909647),bicycle_rental,,,2112 W Peterson Ave,Divvy,node,,,,,,,,,,,,,,
