,index,geometry,center_x,center_y,center,,pharmacy,recycling,place_of_worship,post_box,library,post_office,parking,fuel,bank,pub,telephone,toilets,taxi,bicycle_parking,motorcycle_parking,fast_food,bar,life_boats,restaurant,arts_centre,music_venue,nightclub,cafe,atm,community_centre,jobcentre,doctors,cinema,grave_yard,police,bus_station,theatre,bureau_de_change,hospital,bench,school,courthouse,ice_cream,fountain,left_luggage,drinking_water,casino,car_rental,car_wash,ferry_terminal,dentist,townhall,shelter,parking_entrance,conference_centre,marketplace,vending_machine,waste_basket,clock,studio,veterinary,gallery,gambling,kindergarten,social_facility,charging_station,bicycle_rental,car_sharing,clinic,water,compressed_air,public_building,social_centre,childcare,grit_bin,bicycle_repair_station,events_venue,embassy,college,circus_school,parcel_lockers,money_transfer,photo_booth,luggage_locker,university,venue,swimming_pool,fire_station,post_depot,crematorium,sport,nursing_home,biergarten,garden,prison,club,parking_space,trailer_park,archive,monastery
104,177,"POLYGON ((-4.283200600000002 55.92127669999997, -4.273200600000003 55.92127669999997, -4.273200600000003 55.91127669999997, -4.283200600000002 55.91127669999997, -4.283200600000002 55.92127669999997))",-4.278200600000003,55.91627669999996,POINT (-4.278200600000003 55.91627669999996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,178,"POLYGON ((-4.283200600000002 55.91127669999997, -4.273200600000003 55.91127669999997, -4.273200600000003 55.90127669999998, -4.283200600000002 55.90127669999998, -4.283200600000002 55.91127669999997))",-4.278200600000003,55.90627669999997,POINT (-4.278200600000003 55.90627669999997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,179,"POLYGON ((-4.283200600000002 55.90127669999998, -4.273200600000003 55.90127669999998, -4.273200600000003 55.89127669999998, -4.283200600000002 55.89127669999998, -4.283200600000002 55.90127669999998))",-4.278200600000003,55.89627669999997,POINT (-4.278200600000003 55.89627669999997),,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,180,"POLYGON ((-4.283200600000002 55.89127669999998, -4.273200600000003 55.89127669999998, -4.273200600000003 55.88127669999998, -4.283200600000002 55.88127669999998, -4.283200600000002 55.89127669999998))",-4.278200600000003,55.886276699999975,POINT (-4.278200600000003 55.88627669999997),,,3.0,,2.0,,,15.0,1.0,,2.0,,,,1.0,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,12.0,1.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
108,181,"POLYGON ((-4.283200600000002 55.88127669999998, -4.273200600000003 55.88127669999998, -4.273200600000003 55.87127669999998, -4.283200600000002 55.87127669999998, -4.283200600000002 55.88127669999998))",-4.278200600000003,55.87627669999998,POINT (-4.278200600000003 55.87627669999998),,2.0,6.0,4.0,7.0,,1.0,5.0,,,9.0,4.0,,,12.0,6.0,6.0,1.0,,10.0,,,1.0,9.0,3.0,,,,,,,,2.0,,,2.0,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
109,182,"POLYGON ((-4.283200600000002 55.87127669999998, -4.273200600000003 55.87127669999998, -4.273200600000003 55.86127669999998, -4.283200600000002 55.86127669999998, -4.283200600000002 55.87127669999998))",-4.278200600000003,55.86627669999999,POINT (-4.278200600000003 55.86627669999999),,1.0,4.0,5.0,11.0,,,7.0,1.0,2.0,9.0,3.0,,,24.0,17.0,5.0,1.0,,12.0,1.0,,,8.0,4.0,3.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
110,183,"POLYGON ((-4.283200600000002 55.86127669999998, -4.273200600000003 55.86127669999998, -4.273200600000003 55.85127669999999, -4.283200600000002 55.85127669999999, -4.283200600000002 55.86127669999998))",-4.278200600000003,55.85627669999998,POINT (-4.278200600000003 55.85627669999998),,,,,1.0,,,25.0,,,4.0,,,,5.0,2.0,2.0,1.0,,2.0,,1.0,,1.0,1.0,,,,2.0,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,184,"POLYGON ((-4.283200600000002 55.85127669999999, -4.273200600000003 55.85127669999999, -4.273200600000003 55.84127669999999, -4.283200600000002 55.84127669999999, -4.283200600000002 55.85127669999999))",-4.278200600000003,55.8462767,POINT (-4.278200600000003 55.8462767),,,,2.0,4.0,,1.0,1.0,,1.0,,1.0,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,185,"POLYGON ((-4.283200600000002 55.84127669999999, -4.273200600000003 55.84127669999999, -4.273200600000003 55.83127669999999, -4.283200600000002 55.83127669999999, -4.283200600000002 55.84127669999999))",-4.278200600000003,55.836276699999985,POINT (-4.278200600000003 55.83627669999998),,,,2.0,3.0,,1.0,3.0,1.0,,2.0,1.0,,,2.0,,1.0,1.0,,5.0,,,,5.0,1.0,,,,,,,,,,,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,186,"POLYGON ((-4.283200600000002 55.83127669999999, -4.273200600000003 55.83127669999999, -4.273200600000003 55.82127669999999, -4.283200600000002 55.82127669999999, -4.283200600000002 55.83127669999999))",-4.278200600000003,55.82627669999999,POINT (-4.278200600000003 55.82627669999999),,2.0,2.0,5.0,3.0,,,,,2.0,2.0,,,,1.0,,7.0,5.0,,4.0,,,1.0,5.0,,,,2.0,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,187,"POLYGON ((-4.283200600000002 55.82127669999999, -4.273200600000003 55.82127669999999, -4.273200600000003 55.81127669999999, -4.283200600000002 55.81127669999999, -4.283200600000002 55.82127669999999))",-4.278200600000003,55.816276699999996,POINT (-4.278200600000003 55.8162767),,,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,193,"POLYGON ((-4.273200600000003 55.92127669999997, -4.263200600000003 55.92127669999997, -4.263200600000003 55.91127669999997, -4.273200600000003 55.91127669999997, -4.273200600000003 55.92127669999997))",-4.268200600000003,55.91627669999996,POINT (-4.268200600000003 55.91627669999996),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,194,"POLYGON ((-4.273200600000003 55.91127669999997, -4.263200600000003 55.91127669999997, -4.263200600000003 55.90127669999998, -4.273200600000003 55.90127669999998, -4.273200600000003 55.91127669999997))",-4.268200600000003,55.90627669999997,POINT (-4.268200600000003 55.90627669999997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,195,"POLYGON ((-4.273200600000003 55.90127669999998, -4.263200600000003 55.90127669999998, -4.263200600000003 55.89127669999998, -4.273200600000003 55.89127669999998, -4.273200600000003 55.90127669999998))",-4.268200600000003,55.89627669999997,POINT (-4.268200600000003 55.89627669999997),,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,196,"POLYGON ((-4.273200600000003 55.89127669999998, -4.263200600000003 55.89127669999998, -4.263200600000003 55.88127669999998, -4.273200600000003 55.88127669999998, -4.273200600000003 55.89127669999998))",-4.268200600000003,55.886276699999975,POINT (-4.268200600000003 55.88627669999997),,,,1.0,2.0,,,9.0,,,,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,197,"POLYGON ((-4.273200600000003 55.88127669999998, -4.263200600000003 55.88127669999998, -4.263200600000003 55.87127669999998, -4.273200600000003 55.87127669999998, -4.273200600000003 55.88127669999998))",-4.268200600000003,55.87627669999998,POINT (-4.268200600000003 55.87627669999998),,,3.0,4.0,4.0,1.0,1.0,5.0,1.0,,4.0,1.0,,,16.0,3.0,3.0,,,1.0,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,198,"POLYGON ((-4.273200600000003 55.87127669999998, -4.263200600000003 55.87127669999998, -4.263200600000003 55.86127669999998, -4.273200600000003 55.86127669999998, -4.273200600000003 55.87127669999998))",-4.268200600000003,55.86627669999999,POINT (-4.268200600000003 55.86627669999999),,,3.0,8.0,8.0,1.0,1.0,5.0,1.0,6.0,11.0,11.0,,2.0,23.0,17.0,8.0,11.0,,20.0,1.0,2.0,4.0,7.0,8.0,1.0,,1.0,,,,,2.0,,1.0,,7.0,,,,,,1.0,,,,1.0,,,,,,1.0,2.0,,,,,,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,
121,199,"POLYGON ((-4.273200600000003 55.86127669999998, -4.263200600000003 55.86127669999998, -4.263200600000003 55.85127669999999, -4.273200600000003 55.85127669999999, -4.273200600000003 55.86127669999998))",-4.268200600000003,55.85627669999998,POINT (-4.268200600000003 55.85627669999998),,,,,1.0,,,18.0,,,1.0,2.0,,,7.0,,1.0,1.0,,5.0,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,200,"POLYGON ((-4.273200600000003 55.85127669999999, -4.263200600000003 55.85127669999999, -4.263200600000003 55.84127669999999, -4.273200600000003 55.84127669999999, -4.273200600000003 55.85127669999999))",-4.268200600000003,55.8462767,POINT (-4.268200600000003 55.8462767),,,2.0,2.0,,,,2.0,1.0,,,1.0,,,2.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
123,201,"POLYGON ((-4.273200600000003 55.84127669999999, -4.263200600000003 55.84127669999999, -4.263200600000003 55.83127669999999, -4.273200600000003 55.83127669999999, -4.273200600000003 55.84127669999999))",-4.268200600000003,55.836276699999985,POINT (-4.268200600000003 55.83627669999998),,,1.0,6.0,2.0,1.0,,3.0,,1.0,11.0,1.0,1.0,,9.0,,16.0,3.0,,12.0,1.0,,,15.0,4.0,,,,,,,,,,,4.0,4.0,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
124,202,"POLYGON ((-4.273200600000003 55.83127669999999, -4.263200600000003 55.83127669999999, -4.263200600000003 55.82127669999999, -4.273200600000003 55.82127669999999, -4.273200600000003 55.83127669999999))",-4.268200600000003,55.82627669999999,POINT (-4.268200600000003 55.82627669999999),,1.0,,2.0,3.0,1.0,,2.0,,,2.0,2.0,1.0,1.0,6.0,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,203,"POLYGON ((-4.273200600000003 55.82127669999999, -4.263200600000003 55.82127669999999, -4.263200600000003 55.81127669999999, -4.273200600000003 55.81127669999999, -4.273200600000003 55.82127669999999))",-4.268200600000003,55.816276699999996,POINT (-4.268200600000003 55.8162767),,1.0,,3.0,6.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,210,"POLYGON ((-4.263200600000003 55.91127669999997, -4.253200600000003 55.91127669999997, -4.253200600000003 55.90127669999998, -4.263200600000003 55.90127669999998, -4.263200600000003 55.91127669999997))",-4.258200600000003,55.90627669999997,POINT (-4.258200600000003 55.90627669999997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,211,"POLYGON ((-4.263200600000003 55.90127669999998, -4.253200600000003 55.90127669999998, -4.253200600000003 55.89127669999998, -4.263200600000003 55.89127669999998, -4.263200600000003 55.90127669999998))",-4.258200600000003,55.89627669999997,POINT (-4.258200600000003 55.89627669999997),,,1.0,,1.0,1.0,,3.0,1.0,,,,,,1.0,,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,212,"POLYGON ((-4.263200600000003 55.89127669999998, -4.253200600000003 55.89127669999998, -4.253200600000003 55.88127669999998, -4.263200600000003 55.88127669999998, -4.263200600000003 55.89127669999998))",-4.258200600000003,55.886276699999975,POINT (-4.258200600000003 55.88627669999997),,2.0,,5.0,1.0,1.0,,5.0,1.0,,3.0,1.0,,,5.0,,8.0,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
129,213,"POLYGON ((-4.263200600000003 55.88127669999998, -4.253200600000003 55.88127669999998, -4.253200600000003 55.87127669999998, -4.263200600000003 55.87127669999998, -4.263200600000003 55.88127669999998))",-4.258200600000003,55.87627669999998,POINT (-4.258200600000003 55.87627669999998),,,1.0,,1.0,1.0,,5.0,,,,,,,1.0,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,214,"POLYGON ((-4.263200600000003 55.87127669999998, -4.253200600000003 55.87127669999998, -4.253200600000003 55.86127669999998, -4.263200600000003 55.86127669999998, -4.263200600000003 55.87127669999998))",-4.258200600000003,55.86627669999999,POINT (-4.258200600000003 55.86627669999999),,,3.0,2.0,14.0,,2.0,10.0,,9.0,15.0,17.0,,,30.0,18.0,11.0,15.0,,43.0,1.0,,3.0,19.0,8.0,1.0,,,2.0,,1.0,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
131,215,"POLYGON ((-4.263200600000003 55.86127669999998, -4.253200600000003 55.86127669999998, -4.253200600000003 55.85127669999999, -4.263200600000003 55.85127669999999, -4.263200600000003 55.86127669999998))",-4.258200600000003,55.85627669999998,POINT (-4.258200600000003 55.85627669999998),,2.0,,2.0,4.0,1.0,,10.0,,9.0,27.0,13.0,4.0,1.0,35.0,6.0,28.0,19.0,,32.0,1.0,,7.0,25.0,14.0,,,,,,1.0,,,2.0,,,1.0,1.0,,,1.0,3.0,1.0,,,,,,,,,,4.0,1.0,1.0,,,,,,,2.0,5.0,2.0,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
132,216,"POLYGON ((-4.263200600000003 55.85127669999999, -4.253200600000003 55.85127669999999, -4.253200600000003 55.84127669999999, -4.263200600000003 55.84127669999999, -4.263200600000003 55.85127669999999))",-4.258200600000003,55.8462767,POINT (-4.258200600000003 55.8462767),,,1.0,1.0,2.0,,,1.0,,,4.0,,,,13.0,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,217,"POLYGON ((-4.263200600000003 55.84127669999999, -4.253200600000003 55.84127669999999, -4.253200600000003 55.83127669999999, -4.263200600000003 55.83127669999999, -4.263200600000003 55.84127669999999))",-4.258200600000003,55.836276699999985,POINT (-4.258200600000003 55.83627669999998),,,,6.0,4.0,1.0,1.0,2.0,,,1.0,,,,4.0,,5.0,,,5.0,,,,3.0,1.0,1.0,,1.0,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,218,"POLYGON ((-4.263200600000003 55.83127669999999, -4.253200600000003 55.83127669999999, -4.253200600000003 55.82127669999999, -4.263200600000003 55.82127669999999, -4.263200600000003 55.83127669999999))",-4.258200600000003,55.82627669999999,POINT (-4.258200600000003 55.82627669999999),,,,3.0,4.0,,,4.0,,2.0,1.0,,1.0,,7.0,,6.0,,,3.0,,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
135,219,"POLYGON ((-4.263200600000003 55.82127669999999, -4.253200600000003 55.82127669999999, -4.253200600000003 55.81127669999999, -4.263200600000003 55.81127669999999, -4.263200600000003 55.82127669999999))",-4.258200600000003,55.816276699999996,POINT (-4.258200600000003 55.8162767),,,,3.0,2.0,,1.0,,,,2.0,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,220,"POLYGON ((-4.263200600000003 55.81127669999999, -4.253200600000003 55.81127669999999, -4.253200600000003 55.8012767, -4.263200600000003 55.8012767, -4.263200600000003 55.81127669999999))",-4.258200600000003,55.80627669999999,POINT (-4.258200600000003 55.80627669999999),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
137,221,"POLYGON ((-4.263200600000003 55.8012767, -4.253200600000003 55.8012767, -4.253200600000003 55.7912767, -4.263200600000003 55.7912767, -4.263200600000003 55.8012767))",-4.258200600000003,55.79627670000001,POINT (-4.258200600000003 55.79627670000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,227,"POLYGON ((-4.253200600000003 55.90127669999998, -4.243200600000003 55.90127669999998, -4.243200600000003 55.89127669999998, -4.253200600000003 55.89127669999998, -4.253200600000003 55.90127669999998))",-4.248200600000003,55.89627669999997,POINT (-4.248200600000003 55.89627669999997),,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,228,"POLYGON ((-4.253200600000003 55.89127669999998, -4.243200600000003 55.89127669999998, -4.243200600000003 55.88127669999998, -4.253200600000003 55.88127669999998, -4.253200600000003 55.89127669999998))",-4.248200600000003,55.886276699999975,POINT (-4.248200600000003 55.88627669999997),,,,1.0,,,,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,229,"POLYGON ((-4.253200600000003 55.88127669999998, -4.243200600000003 55.88127669999998, -4.243200600000003 55.87127669999998, -4.253200600000003 55.87127669999998, -4.253200600000003 55.88127669999998))",-4.248200600000003,55.87627669999998,POINT (-4.248200600000003 55.87627669999998),,,,1.0,1.0,,,5.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,230,"POLYGON ((-4.253200600000003 55.87127669999998, -4.243200600000003 55.87127669999998, -4.243200600000003 55.86127669999998, -4.253200600000003 55.86127669999998, -4.253200600000003 55.87127669999998))",-4.248200600000003,55.86627669999999,POINT (-4.248200600000003 55.86627669999999),,,5.0,2.0,7.0,1.0,,17.0,,,4.0,8.0,2.0,2.0,27.0,2.0,3.0,2.0,,2.0,,1.0,,4.0,6.0,,,,,,1.0,1.0,,,,7.0,,,,,1.0,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,4.0,,,,,,,1.0,,1.0,,,1.0,,,,2.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,
142,231,"POLYGON ((-4.253200600000003 55.86127669999998, -4.243200600000003 55.86127669999998, -4.243200600000003 55.85127669999999, -4.253200600000003 55.85127669999999, -4.253200600000003 55.86127669999998))",-4.248200600000003,55.85627669999998,POINT (-4.248200600000003 55.85627669999998),,1.0,2.0,2.0,5.0,1.0,1.0,9.0,,3.0,21.0,10.0,,,45.0,6.0,11.0,34.0,,36.0,1.0,,5.0,24.0,6.0,1.0,,,,1.0,1.0,,5.0,1.0,,13.0,,1.0,,1.0,,,,,,,2.0,,,1.0,,,,2.0,1.0,4.0,,,,,,2.0,5.0,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
143,232,"POLYGON ((-4.253200600000003 55.85127669999999, -4.243200600000003 55.85127669999999, -4.243200600000003 55.84127669999999, -4.253200600000003 55.84127669999999, -4.253200600000003 55.85127669999999))",-4.248200600000003,55.8462767,POINT (-4.248200600000003 55.8462767),,,7.0,1.0,2.0,1.0,1.0,14.0,,,1.0,1.0,,,5.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,233,"POLYGON ((-4.253200600000003 55.84127669999999, -4.243200600000003 55.84127669999999, -4.243200600000003 55.83127669999999, -4.253200600000003 55.83127669999999, -4.253200600000003 55.84127669999999))",-4.248200600000003,55.836276699999985,POINT (-4.248200600000003 55.83627669999998),,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
145,234,"POLYGON ((-4.253200600000003 55.83127669999999, -4.243200600000003 55.83127669999999, -4.243200600000003 55.82127669999999, -4.253200600000003 55.82127669999999, -4.253200600000003 55.83127669999999))",-4.248200600000003,55.82627669999999,POINT (-4.248200600000003 55.82627669999999),,,1.0,,2.0,,1.0,4.0,1.0,1.0,2.0,1.0,,,3.0,,3.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,235,"POLYGON ((-4.253200600000003 55.82127669999999, -4.243200600000003 55.82127669999999, -4.243200600000003 55.81127669999999, -4.253200600000003 55.81127669999999, -4.253200600000003 55.82127669999999))",-4.248200600000003,55.816276699999996,POINT (-4.248200600000003 55.8162767),,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,236,"POLYGON ((-4.253200600000003 55.81127669999999, -4.243200600000003 55.81127669999999, -4.243200600000003 55.8012767, -4.253200600000003 55.8012767, -4.253200600000003 55.81127669999999))",-4.248200600000003,55.80627669999999,POINT (-4.248200600000003 55.80627669999999),,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
148,237,"POLYGON ((-4.253200600000003 55.8012767, -4.243200600000003 55.8012767, -4.243200600000003 55.7912767, -4.253200600000003 55.7912767, -4.253200600000003 55.8012767))",-4.248200600000003,55.79627670000001,POINT (-4.248200600000003 55.79627670000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,238,"POLYGON ((-4.253200600000003 55.7912767, -4.243200600000003 55.7912767, -4.243200600000003 55.7812767, -4.253200600000003 55.7812767, -4.253200600000003 55.7912767))",-4.248200600000003,55.7862767,POINT (-4.248200600000003 55.7862767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,243,"POLYGON ((-4.243200600000003 55.90127669999998, -4.233200600000004 55.90127669999998, -4.233200600000004 55.89127669999998, -4.243200600000003 55.89127669999998, -4.243200600000003 55.90127669999998))",-4.238200600000003,55.89627669999997,POINT (-4.238200600000003 55.89627669999997),,1.0,2.0,2.0,2.0,1.0,,2.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
151,244,"POLYGON ((-4.243200600000003 55.89127669999998, -4.233200600000004 55.89127669999998, -4.233200600000004 55.88127669999998, -4.243200600000003 55.88127669999998, -4.243200600000003 55.89127669999998))",-4.238200600000003,55.886276699999975,POINT (-4.238200600000003 55.88627669999997),,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,245,"POLYGON ((-4.243200600000003 55.88127669999998, -4.233200600000004 55.88127669999998, -4.233200600000004 55.87127669999998, -4.243200600000003 55.87127669999998, -4.243200600000003 55.88127669999998))",-4.238200600000003,55.87627669999998,POINT (-4.238200600000003 55.87627669999998),,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,246,"POLYGON ((-4.243200600000003 55.87127669999998, -4.233200600000004 55.87127669999998, -4.233200600000004 55.86127669999998, -4.243200600000003 55.86127669999998, -4.243200600000003 55.87127669999998))",-4.238200600000003,55.86627669999999,POINT (-4.238200600000003 55.86627669999999),,,,5.0,3.0,1.0,,13.0,,1.0,,4.0,1.0,,5.0,,,,,3.0,,,,2.0,2.0,1.0,,,,,1.0,,,,1.0,14.0,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,2.0,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
