,level_0,index,geometry,center_x,center_y,center,poly_area_km,bike_rental_density,,pharmacy,recycling,place_of_worship,post_box,library,post_office,parking,fuel,bank,pub,telephone,toilets,taxi,bicycle_parking,motorcycle_parking,fast_food,bar,life_boats,restaurant,arts_centre,music_venue,nightclub,cafe,atm,community_centre,jobcentre,doctors,cinema,grave_yard,police,bus_station,theatre,bureau_de_change,hospital,bench,school,courthouse,ice_cream,fountain,left_luggage,drinking_water,casino,car_rental,car_wash,ferry_terminal,dentist,townhall,shelter,parking_entrance,conference_centre,marketplace,vending_machine,waste_basket,clock,studio,veterinary,gallery,gambling,kindergarten,social_facility,charging_station,bicycle_rental,car_sharing,clinic,water,compressed_air,public_building,social_centre,childcare,grit_bin,bicycle_repair_station,events_venue,embassy,college,circus_school,parcel_lockers,money_transfer,photo_booth,luggage_locker,university,venue,swimming_pool,fire_station,post_depot,crematorium,sport,nursing_home,biergarten,garden,prison,club,parking_space,trailer_park,archive,monastery
122,122,200,"POLYGON ((-4.273200600000003 55.85127669999999, -4.263200600000003 55.85127669999999, -4.263200600000003 55.84127669999999, -4.273200600000003 55.84127669999999, -4.273200600000003 55.85127669999999))",-4.268200600000003,55.8462767,POINT (-4.268200600000003 55.8462767),2.207284307786213,0.0,0.0,0.0,0.9060907980657427,0.9060907980657427,0.0,0.0,0.0,0.9060907980657427,0.45304539903287133,0.0,0.0,0.45304539903287133,0.0,0.0,0.9060907980657427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45304539903287133,0.0,0.45304539903287133,0.45304539903287133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45304539903287133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9060907980657427,0.0,0.0,0.0
123,123,201,"POLYGON ((-4.273200600000003 55.84127669999999, -4.263200600000003 55.84127669999999, -4.263200600000003 55.83127669999999, -4.273200600000003 55.83127669999999, -4.273200600000003 55.84127669999999))",-4.268200600000003,55.836276699999985,POINT (-4.268200600000003 55.83627669999998),2.206716632384277,1.8126477778336885,0.0,0.0,0.4531619444584221,2.7189716667505324,0.9063238889168442,0.4531619444584221,0.0,1.3594858333752662,0.0,0.4531619444584221,4.984781389042643,0.4531619444584221,0.4531619444584221,0.0,4.078457500125799,0.0,7.250591111334754,1.3594858333752662,0.0,5.437943333501065,0.4531619444584221,0.0,0.0,6.797429166876332,1.8126477778336885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8126477778336885,1.8126477778336885,0.0,0.4531619444584221,0.0,0.0,0.0,0.0,0.4531619444584221,0.0,0.0,0.9063238889168442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8126477778336885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4531619444584221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,124,202,"POLYGON ((-4.273200600000003 55.83127669999999, -4.263200600000003 55.83127669999999, -4.263200600000003 55.82127669999999, -4.273200600000003 55.82127669999999, -4.273200600000003 55.83127669999999))",-4.268200600000003,55.82627669999999,POINT (-4.268200600000003 55.82627669999999),2.2061493160833505,0.0,0.0,0.4532784760803647,0.0,0.9065569521607294,1.3598354282410943,0.4532784760803647,0.0,0.9065569521607294,0.0,0.0,0.9065569521607294,0.9065569521607294,0.4532784760803647,0.4532784760803647,2.7196708564821885,0.0,0.0,0.4532784760803647,0.0,0.4532784760803647,0.0,0.0,0.0,0.4532784760803647,0.9065569521607294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532784760803647,0.0,0.4532784760803647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532784760803647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,125,203,"POLYGON ((-4.273200600000003 55.82127669999999, -4.263200600000003 55.82127669999999, -4.263200600000003 55.81127669999999, -4.273200600000003 55.81127669999999, -4.273200600000003 55.82127669999999))",-4.268200600000003,55.816276699999996,POINT (-4.268200600000003 55.8162767),2.205582358577595,0.0,0.0,0.45339499389399873,0.0,1.3601849816819962,2.7203699633639924,0.45339499389399873,0.45339499389399873,0.0,0.0,0.45339499389399873,0.0,0.45339499389399873,0.0,0.0,0.45339499389399873,0.0,0.0,0.0,0.0,0.45339499389399873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,126,210,"POLYGON ((-4.263200600000003 55.91127669999997, -4.253200600000003 55.91127669999997, -4.253200600000003 55.90127669999998, -4.263200600000003 55.90127669999998, -4.263200600000003 55.91127669999997))",-4.258200600000003,55.90627669999997,POINT (-4.258200600000003 55.90627669999997),2.2106979188596925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45234583679158363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127,211,"POLYGON ((-4.263200600000003 55.90127669999998, -4.253200600000003 55.90127669999998, -4.253200600000003 55.89127669999998, -4.263200600000003 55.89127669999998, -4.263200600000003 55.90127669999998))",-4.258200600000003,55.89627669999997,POINT (-4.258200600000003 55.89627669999997),2.2101280822766713,0.0,0.0,0.0,0.45246246496713965,0.0,0.45246246496713965,0.45246246496713965,0.0,1.357387394901419,0.45246246496713965,0.0,0.0,0.0,0.0,0.0,0.45246246496713965,0.0,1.357387394901419,0.0,0.0,0.45246246496713965,0.0,0.0,0.0,0.45246246496713965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45246246496713965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45246246496713965,0.0,0.45246246496713965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,212,"POLYGON ((-4.263200600000003 55.89127669999998, -4.253200600000003 55.89127669999998, -4.253200600000003 55.88127669999998, -4.263200600000003 55.88127669999998, -4.263200600000003 55.89127669999998))",-4.258200600000003,55.886276699999975,POINT (-4.258200600000003 55.88627669999997),2.2095586066722026,0.0,0.0,0.9051581587202989,0.0,2.2628953968007472,0.45257907936014946,0.45257907936014946,0.0,2.2628953968007472,0.45257907936014946,0.0,1.3577372380804482,0.45257907936014946,0.0,0.0,2.2628953968007472,0.0,3.6206326348811957,0.0,0.0,0.0,0.0,0.0,0.0,0.45257907936014946,0.9051581587202989,0.0,0.0,0.45257907936014946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45257907936014946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45257907936014946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45257907936014946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129,213,"POLYGON ((-4.263200600000003 55.88127669999998, -4.253200600000003 55.88127669999998, -4.253200600000003 55.87127669999998, -4.263200600000003 55.87127669999998, -4.263200600000003 55.88127669999998))",-4.258200600000003,55.87627669999998,POINT (-4.258200600000003 55.87627669999998),2.208989491734226,0.0,0.0,0.0,0.452695679966736,0.0,0.452695679966736,0.452695679966736,0.0,2.26347839983368,0.0,0.0,0.0,0.0,0.0,0.0,0.452695679966736,0.452695679966736,0.0,0.0,0.0,0.905391359933472,0.452695679966736,0.0,0.0,0.452695679966736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905391359933472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452695679966736,0.0,0.0,0.0,0.452695679966736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,130,214,"POLYGON ((-4.263200600000003 55.87127669999998, -4.253200600000003 55.87127669999998, -4.253200600000003 55.86127669999998, -4.263200600000003 55.86127669999998, -4.263200600000003 55.87127669999998))",-4.258200600000003,55.86627669999999,POINT (-4.258200600000003 55.86627669999999),2.2084207371465356,0.4528122667839479,0.0,0.0,1.3584368003518437,0.9056245335678959,6.339371734975271,0.0,0.9056245335678959,4.5281226678394795,0.0,4.075310401055531,6.792184001759218,7.697808535327114,0.0,0.0,13.584368003518437,8.150620802111062,4.980934934623427,6.792184001759218,0.0,19.47092747170976,0.4528122667839479,0.0,1.3584368003518437,8.60343306889501,3.6224981342715834,0.4528122667839479,0.0,0.0,0.9056245335678959,0.0,0.4528122667839479,0.0,1.3584368003518437,0.0,0.0,0.9056245335678959,0.4528122667839479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4528122667839479,0.0,0.0,0.0,0.0,0.0,0.4528122667839479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4528122667839479,0.0,0.0,0.4528122667839479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,215,"POLYGON ((-4.263200600000003 55.86127669999998, -4.253200600000003 55.86127669999998, -4.253200600000003 55.85127669999999, -4.263200600000003 55.85127669999999, -4.263200600000003 55.86127669999998))",-4.258200600000003,55.85627669999998,POINT (-4.258200600000003 55.85627669999998),2.2078523426053644,2.264644199031796,0.0,0.9058576796127183,0.0,0.9058576796127183,1.8117153592254367,0.4529288398063592,0.0,4.529288398063592,0.0,4.0763595582572325,12.229078674771698,5.88807491748267,1.8117153592254367,0.4529288398063592,15.852509393222572,2.717573038838155,12.682007514578057,8.605647956320825,0.0,14.493722873803494,0.4529288398063592,0.0,3.1705018786445143,11.32322099515898,6.3410037572890285,0.0,0.0,0.0,0.0,0.0,0.4529288398063592,0.0,0.0,0.9058576796127183,0.0,0.0,0.4529288398063592,0.4529288398063592,0.0,0.0,0.4529288398063592,1.3587865194190776,0.4529288398063592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8117153592254367,0.4529288398063592,0.4529288398063592,0.0,0.0,0.0,0.0,0.0,0.0,0.9058576796127183,2.264644199031796,0.9058576796127183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4529288398063592,0.0,0.4529288398063592,0.0,0.0,0.0,0.9058576796127183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,132,216,"POLYGON ((-4.263200600000003 55.85127669999999, -4.253200600000003 55.85127669999999, -4.253200600000003 55.84127669999999, -4.263200600000003 55.84127669999999, -4.263200600000003 55.85127669999999))",-4.258200600000003,55.8462767,POINT (-4.258200600000003 55.8462767),2.207284307786213,0.45304539903287133,0.0,0.0,0.45304539903287133,0.45304539903287133,0.9060907980657427,0.0,0.0,0.45304539903287133,0.0,0.0,1.8121815961314853,0.0,0.0,0.0,5.889590187427327,0.0,0.45304539903287133,0.0,0.0,0.0,0.0,0.45304539903287133,0.0,0.9060907980657427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45304539903287133,0.0,0.0,0.0,0.0,0.0,0.0,0.45304539903287133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,133,217,"POLYGON ((-4.263200600000003 55.84127669999999, -4.253200600000003 55.84127669999999, -4.253200600000003 55.83127669999999, -4.263200600000003 55.83127669999999, -4.263200600000003 55.84127669999999))",-4.258200600000003,55.836276699999985,POINT (-4.258200600000003 55.83627669999998),2.206716632384277,0.0,0.0,0.0,0.0,2.7189716667505324,1.8126477778336885,0.4531619444584221,0.4531619444584221,0.9063238889168442,0.0,0.0,0.4531619444584221,0.0,0.0,0.0,1.8126477778336885,0.0,2.2658097222921105,0.0,0.0,2.2658097222921105,0.0,0.0,0.0,1.3594858333752662,0.4531619444584221,0.4531619444584221,0.0,0.4531619444584221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3594858333752662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4531619444584221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4531619444584221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,134,218,"POLYGON ((-4.263200600000003 55.83127669999999, -4.253200600000003 55.83127669999999, -4.253200600000003 55.82127669999999, -4.263200600000003 55.82127669999999, -4.263200600000003 55.83127669999999))",-4.258200600000003,55.82627669999999,POINT (-4.258200600000003 55.82627669999999),2.2061493160833505,0.0,0.0,0.0,0.0,1.3598354282410943,1.8131139043214588,0.0,0.0,1.8131139043214588,0.0,0.9065569521607294,0.4532784760803647,0.0,0.4532784760803647,0.0,3.172949332562553,0.0,2.7196708564821885,0.0,0.0,1.3598354282410943,0.0,0.0,0.0,0.4532784760803647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9065569521607294,0.4532784760803647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532784760803647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532784760803647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,135,219,"POLYGON ((-4.263200600000003 55.82127669999999, -4.253200600000003 55.82127669999999, -4.253200600000003 55.81127669999999, -4.263200600000003 55.81127669999999, -4.263200600000003 55.82127669999999))",-4.258200600000003,55.816276699999996,POINT (-4.258200600000003 55.8162767),2.205582358577595,0.0,0.0,0.0,0.0,1.3601849816819962,0.9067899877879975,0.0,0.45339499389399873,0.0,0.0,0.0,0.9067899877879975,0.45339499389399873,0.0,0.0,0.45339499389399873,0.0,0.45339499389399873,0.0,0.0,0.0,0.0,0.0,0.0,0.45339499389399873,0.45339499389399873,0.0,0.0,0.0,0.0,0.45339499389399873,0.0,0.0,0.0,0.0,0.0,0.0,0.45339499389399873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,136,220,"POLYGON ((-4.263200600000003 55.81127669999999, -4.253200600000003 55.81127669999999, -4.253200600000003 55.8012767, -4.263200600000003 55.8012767, -4.263200600000003 55.81127669999999))",-4.258200600000003,55.80627669999999,POINT (-4.258200600000003 55.80627669999999),2.205015759550802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4535114978968297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4535114978968297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137,221,"POLYGON ((-4.263200600000003 55.8012767, -4.253200600000003 55.8012767, -4.253200600000003 55.7912767, -4.263200600000003 55.7912767, -4.263200600000003 55.8012767))",-4.258200600000003,55.79627670000001,POINT (-4.258200600000003 55.79627670000001),2.204449518689877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536279880858004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536279880858004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,138,227,"POLYGON ((-4.253200600000003 55.90127669999998, -4.243200600000003 55.90127669999998, -4.243200600000003 55.89127669999998, -4.253200600000003 55.89127669999998, -4.253200600000003 55.90127669999998))",-4.248200600000003,55.89627669999997,POINT (-4.248200600000003 55.89627669999997),2.210128082276787,0.0,0.0,0.45246246496711606,0.0,0.45246246496711606,0.9049249299342321,0.0,0.45246246496711606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45246246496711606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139,228,"POLYGON ((-4.253200600000003 55.89127669999998, -4.243200600000003 55.89127669999998, -4.243200600000003 55.88127669999998, -4.253200600000003 55.88127669999998, -4.253200600000003 55.89127669999998))",-4.248200600000003,55.886276699999975,POINT (-4.248200600000003 55.88627669999997),2.209558606672318,0.0,0.0,0.0,0.0,0.4525790793601258,0.0,0.0,0.0,0.4525790793601258,0.0,0.0,0.4525790793601258,0.0,0.0,0.0,0.4525790793601258,0.0,0.9051581587202516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4525790793601258,0.0,0.4525790793601258,0.0,0.0,0.4525790793601258,0.0,0.0,0.0,0.0,0.0,0.4525790793601258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4525790793601258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140,229,"POLYGON ((-4.253200600000003 55.88127669999998, -4.243200600000003 55.88127669999998, -4.243200600000003 55.87127669999998, -4.253200600000003 55.87127669999998, -4.253200600000003 55.88127669999998))",-4.248200600000003,55.87627669999998,POINT (-4.248200600000003 55.87627669999998),2.2089894917343416,0.0,0.0,0.0,0.0,0.45269567996671234,0.45269567996671234,0.0,0.0,2.2634783998335615,0.45269567996671234,0.0,0.45269567996671234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45269567996671234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141,230,"POLYGON ((-4.253200600000003 55.87127669999998, -4.243200600000003 55.87127669999998, -4.243200600000003 55.86127669999998, -4.253200600000003 55.86127669999998, -4.253200600000003 55.87127669999998))",-4.248200600000003,55.86627669999999,POINT (-4.248200600000003 55.86627669999999),2.208420737146651,1.8112490671356969,0.0,0.0,2.264061333919621,0.9056245335678484,3.1696858674874697,0.4528122667839242,0.0,7.697808535326712,0.0,0.0,1.8112490671356969,3.6224981342713938,0.9056245335678484,0.9056245335678484,12.225931203165954,0.9056245335678484,1.3584368003517726,0.9056245335678484,0.0,0.9056245335678484,0.0,0.4528122667839242,0.0,1.8112490671356969,2.716873600703545,0.0,0.0,0.0,0.0,0.0,0.4528122667839242,0.4528122667839242,0.0,0.0,0.0,3.1696858674874697,0.0,0.0,0.0,0.0,0.4528122667839242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9056245335678484,0.9056245335678484,0.4528122667839242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8112490671356969,0.0,0.0,0.0,0.0,0.0,0.0,0.4528122667839242,0.0,0.4528122667839242,0.0,0.0,0.4528122667839242,0.0,0.0,0.0,0.9056245335678484,0.4528122667839242,0.4528122667839242,0.0,0.0,0.0,0.4528122667839242,0.0,0.0,0.0,0.4528122667839242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,142,231,"POLYGON ((-4.253200600000003 55.86127669999998, -4.243200600000003 55.86127669999998, -4.243200600000003 55.85127669999999, -4.253200600000003 55.85127669999999, -4.253200600000003 55.86127669999998))",-4.248200600000003,55.85627669999998,POINT (-4.248200600000003 55.85627669999998),2.20785234260548,2.2646441990316775,0.0,0.4529288398063355,0.905857679612671,0.905857679612671,2.2646441990316775,0.4529288398063355,0.4529288398063355,4.076359558257019,0.0,1.3587865194190065,9.511505635933046,4.529288398063355,0.0,0.0,20.3817977912851,2.717573038838013,4.9822172378696905,15.399580553415408,0.0,16.305438233028077,0.4529288398063355,0.0,2.2646441990316775,10.870292155352052,2.717573038838013,0.4529288398063355,0.0,0.0,0.0,0.4529288398063355,0.4529288398063355,0.0,2.2646441990316775,0.4529288398063355,0.0,5.888074917482362,0.0,0.4529288398063355,0.0,0.4529288398063355,0.0,0.0,0.0,0.0,0.0,0.0,0.905857679612671,0.0,0.0,0.4529288398063355,0.0,0.0,0.0,0.905857679612671,0.4529288398063355,1.811715359225342,0.0,0.0,0.0,0.0,0.0,0.905857679612671,2.2646441990316775,0.0,0.4529288398063355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4529288398063355,0.0,0.905857679612671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,143,232,"POLYGON ((-4.253200600000003 55.85127669999999, -4.243200600000003 55.85127669999999, -4.243200600000003 55.84127669999999, -4.253200600000003 55.84127669999999, -4.253200600000003 55.85127669999999))",-4.248200600000003,55.8462767,POINT (-4.248200600000003 55.8462767),2.207284307786328,0.0,0.0,0.0,3.171317793229934,0.4530453990328477,0.9060907980656954,0.4530453990328477,0.4530453990328477,6.342635586459868,0.0,0.0,0.4530453990328477,0.4530453990328477,0.0,0.0,2.2652269951642383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4530453990328477,0.0,0.0,0.4530453990328477,0.0,0.4530453990328477,0.0,0.0,0.0,0.9060907980656954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
