,index,geometry,center_x,center_y,center,pub,bar,post_box,post_office,parking_entrance,cinema,fuel,cafe,parking,,bicycle_parking,school,restaurant,place_of_worship,nightclub,bus_station,drinking_water,toilets,telephone,fast_food,library,bank,bench,pharmacy,music_venue,university,fountain,language_school,nursing_home,college,theatre,clinic,doctors,ice_cream,arts_centre,fire_station,police,planetarium,atm,taxi,car_rental,brokerage,car_sharing,clock,community_centre,dentist,gym,ferry_terminal,laundry,salon,hookah_lounge,waste_basket,vending_machine,event,social_centre,mortuary,social_facility,fixme,moving_storage,kindergarten,money_transfer,carpool,grave_yard,marketplace,car_wash,Corner Market,Pet grooming shop,stripclub,shelter,bbq,motorcycle_parking,footpath,picnic,recycling,prep_school,embassy,coworking_space,conference_centre,bicycle_rental,food_court,smoking_area,vintage and modern resale,dormitory,studio,mailbox,bicycle_repair_station,ranger_station,bureau_de_change,veterinary,training,dojo,credit_union,popcorn,spa,public_bookcase,harbourmaster,animal_shelter,childcare,music_school,doctors_offices,karaoke,ticket_validator,grocery,storage,loading_dock,table,car_pooling,hospital,water_fountain,charging_station,photo_booth,reception_desk,public_bath,bench;waste_basket,device_charging_station,restaurant;cafe,money_transfer; post_office,trolley_bay,events_venue,karaoke_box,preschool,concert_hall,courthouse,commercial,prison,boat_rental,storage_rental,swingerclub,office,biergarten,music_rehearsal_place,animal_boarding,cruise_terminal,parking_space,stable,place_of_worship;monastery,townhall
172,472,"POLYGON ((-123.0238249999999 37.71031429999999, -123.0138249999999 37.71031429999999, -123.0138249999999 37.70031429999999, -123.0238249999999 37.70031429999999, -123.0238249999999 37.71031429999999))",-123.01882499999992,37.70531429999998,POINT (-123.0188249999999 37.70531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,473,"POLYGON ((-123.0238249999999 37.70031429999999, -123.0138249999999 37.70031429999999, -123.0138249999999 37.69031429999999, -123.0238249999999 37.69031429999999, -123.0238249999999 37.70031429999999))",-123.01882499999992,37.69531429999999,POINT (-123.0188249999999 37.69531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,474,"POLYGON ((-123.0238249999999 37.69031429999999, -123.0138249999999 37.69031429999999, -123.0138249999999 37.68031429999999, -123.0238249999999 37.68031429999999, -123.0238249999999 37.69031429999999))",-123.01882499999992,37.68531429999999,POINT (-123.0188249999999 37.68531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,475,"POLYGON ((-123.0238249999999 37.68031429999999, -123.0138249999999 37.68031429999999, -123.0138249999999 37.67031429999999, -123.0238249999999 37.67031429999999, -123.0238249999999 37.68031429999999))",-123.01882499999992,37.6753143,POINT (-123.0188249999999 37.6753143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,476,"POLYGON ((-123.0238249999999 37.67031429999999, -123.0138249999999 37.67031429999999, -123.0138249999999 37.6603143, -123.0238249999999 37.6603143, -123.0238249999999 37.67031429999999))",-123.01882499999992,37.66531429999999,POINT (-123.0188249999999 37.66531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,477,"POLYGON ((-123.0238249999999 37.6603143, -123.0138249999999 37.6603143, -123.0138249999999 37.6503143, -123.0238249999999 37.6503143, -123.0238249999999 37.6603143))",-123.01882499999992,37.6553143,POINT (-123.0188249999999 37.6553143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,478,"POLYGON ((-123.0238249999999 37.6503143, -123.0138249999999 37.6503143, -123.0138249999999 37.6403143, -123.0238249999999 37.6403143, -123.0238249999999 37.6503143))",-123.01882499999992,37.645314299999995,POINT (-123.0188249999999 37.6453143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,496,"POLYGON ((-123.0138249999999 37.77031429999997, -123.0038249999999 37.77031429999997, -123.0038249999999 37.76031429999998, -123.0138249999999 37.76031429999998, -123.0138249999999 37.77031429999997))",-123.00882499999992,37.76531429999997,POINT (-123.0088249999999 37.76531429999997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,497,"POLYGON ((-123.0138249999999 37.76031429999998, -123.0038249999999 37.76031429999998, -123.0038249999999 37.75031429999998, -123.0138249999999 37.75031429999998, -123.0138249999999 37.76031429999998))",-123.00882499999992,37.75531429999999,POINT (-123.0088249999999 37.75531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,498,"POLYGON ((-123.0138249999999 37.75031429999998, -123.0038249999999 37.75031429999998, -123.0038249999999 37.74031429999998, -123.0138249999999 37.74031429999998, -123.0138249999999 37.75031429999998))",-123.00882499999992,37.745314299999976,POINT (-123.0088249999999 37.74531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,499,"POLYGON ((-123.0138249999999 37.74031429999998, -123.0038249999999 37.74031429999998, -123.0038249999999 37.73031429999998, -123.0138249999999 37.73031429999998, -123.0138249999999 37.74031429999998))",-123.00882499999992,37.735314299999985,POINT (-123.0088249999999 37.73531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,500,"POLYGON ((-123.0138249999999 37.73031429999998, -123.0038249999999 37.73031429999998, -123.0038249999999 37.72031429999998, -123.0138249999999 37.72031429999998, -123.0138249999999 37.73031429999998))",-123.00882499999992,37.72531429999998,POINT (-123.0088249999999 37.72531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,501,"POLYGON ((-123.0138249999999 37.72031429999998, -123.0038249999999 37.72031429999998, -123.0038249999999 37.71031429999999, -123.0138249999999 37.71031429999999, -123.0138249999999 37.72031429999998))",-123.00882499999992,37.715314299999996,POINT (-123.0088249999999 37.7153143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,502,"POLYGON ((-123.0138249999999 37.71031429999999, -123.0038249999999 37.71031429999999, -123.0038249999999 37.70031429999999, -123.0138249999999 37.70031429999999, -123.0138249999999 37.71031429999999))",-123.00882499999992,37.70531429999998,POINT (-123.0088249999999 37.70531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,503,"POLYGON ((-123.0138249999999 37.70031429999999, -123.0038249999999 37.70031429999999, -123.0038249999999 37.69031429999999, -123.0138249999999 37.69031429999999, -123.0138249999999 37.70031429999999))",-123.00882499999992,37.69531429999999,POINT (-123.0088249999999 37.69531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,504,"POLYGON ((-123.0138249999999 37.69031429999999, -123.0038249999999 37.69031429999999, -123.0038249999999 37.68031429999999, -123.0138249999999 37.68031429999999, -123.0138249999999 37.69031429999999))",-123.00882499999992,37.68531429999999,POINT (-123.0088249999999 37.68531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,505,"POLYGON ((-123.0138249999999 37.68031429999999, -123.0038249999999 37.68031429999999, -123.0038249999999 37.67031429999999, -123.0138249999999 37.67031429999999, -123.0138249999999 37.68031429999999))",-123.00882499999992,37.6753143,POINT (-123.0088249999999 37.6753143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,506,"POLYGON ((-123.0138249999999 37.67031429999999, -123.0038249999999 37.67031429999999, -123.0038249999999 37.6603143, -123.0138249999999 37.6603143, -123.0138249999999 37.67031429999999))",-123.00882499999992,37.66531429999999,POINT (-123.0088249999999 37.66531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,507,"POLYGON ((-123.0138249999999 37.6603143, -123.0038249999999 37.6603143, -123.0038249999999 37.6503143, -123.0138249999999 37.6503143, -123.0138249999999 37.6603143))",-123.00882499999992,37.6553143,POINT (-123.0088249999999 37.6553143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,508,"POLYGON ((-123.0138249999999 37.6503143, -123.0038249999999 37.6503143, -123.0038249999999 37.6403143, -123.0138249999999 37.6403143, -123.0138249999999 37.6503143))",-123.00882499999992,37.645314299999995,POINT (-123.0088249999999 37.6453143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,526,"POLYGON ((-123.0038249999999 37.77031429999997, -122.9938249999999 37.77031429999997, -122.9938249999999 37.76031429999998, -123.0038249999999 37.76031429999998, -123.0038249999999 37.77031429999997))",-122.99882499999991,37.76531429999997,POINT (-122.9988249999999 37.76531429999997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,527,"POLYGON ((-123.0038249999999 37.76031429999998, -122.9938249999999 37.76031429999998, -122.9938249999999 37.75031429999998, -123.0038249999999 37.75031429999998, -123.0038249999999 37.76031429999998))",-122.99882499999991,37.75531429999999,POINT (-122.9988249999999 37.75531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,528,"POLYGON ((-123.0038249999999 37.75031429999998, -122.9938249999999 37.75031429999998, -122.9938249999999 37.74031429999998, -123.0038249999999 37.74031429999998, -123.0038249999999 37.75031429999998))",-122.99882499999991,37.745314299999976,POINT (-122.9988249999999 37.74531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,529,"POLYGON ((-123.0038249999999 37.74031429999998, -122.9938249999999 37.74031429999998, -122.9938249999999 37.73031429999998, -123.0038249999999 37.73031429999998, -123.0038249999999 37.74031429999998))",-122.99882499999991,37.735314299999985,POINT (-122.9988249999999 37.73531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,530,"POLYGON ((-123.0038249999999 37.73031429999998, -122.9938249999999 37.73031429999998, -122.9938249999999 37.72031429999998, -123.0038249999999 37.72031429999998, -123.0038249999999 37.73031429999998))",-122.99882499999991,37.72531429999998,POINT (-122.9988249999999 37.72531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,531,"POLYGON ((-123.0038249999999 37.72031429999998, -122.9938249999999 37.72031429999998, -122.9938249999999 37.71031429999999, -123.0038249999999 37.71031429999999, -123.0038249999999 37.72031429999998))",-122.99882499999991,37.715314299999996,POINT (-122.9988249999999 37.7153143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,532,"POLYGON ((-123.0038249999999 37.71031429999999, -122.9938249999999 37.71031429999999, -122.9938249999999 37.70031429999999, -123.0038249999999 37.70031429999999, -123.0038249999999 37.71031429999999))",-122.99882499999991,37.70531429999998,POINT (-122.9988249999999 37.70531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,533,"POLYGON ((-123.0038249999999 37.70031429999999, -122.9938249999999 37.70031429999999, -122.9938249999999 37.69031429999999, -123.0038249999999 37.69031429999999, -123.0038249999999 37.70031429999999))",-122.99882499999991,37.69531429999999,POINT (-122.9988249999999 37.69531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,534,"POLYGON ((-123.0038249999999 37.69031429999999, -122.9938249999999 37.69031429999999, -122.9938249999999 37.68031429999999, -123.0038249999999 37.68031429999999, -123.0038249999999 37.69031429999999))",-122.99882499999991,37.68531429999999,POINT (-122.9988249999999 37.68531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,535,"POLYGON ((-123.0038249999999 37.68031429999999, -122.9938249999999 37.68031429999999, -122.9938249999999 37.67031429999999, -123.0038249999999 37.67031429999999, -123.0038249999999 37.68031429999999))",-122.99882499999991,37.6753143,POINT (-122.9988249999999 37.6753143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,536,"POLYGON ((-123.0038249999999 37.67031429999999, -122.9938249999999 37.67031429999999, -122.9938249999999 37.6603143, -123.0038249999999 37.6603143, -123.0038249999999 37.67031429999999))",-122.99882499999991,37.66531429999999,POINT (-122.9988249999999 37.66531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,537,"POLYGON ((-123.0038249999999 37.6603143, -122.9938249999999 37.6603143, -122.9938249999999 37.6503143, -123.0038249999999 37.6503143, -123.0038249999999 37.6603143))",-122.99882499999991,37.6553143,POINT (-122.9988249999999 37.6553143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,538,"POLYGON ((-123.0038249999999 37.6503143, -122.9938249999999 37.6503143, -122.9938249999999 37.6403143, -123.0038249999999 37.6403143, -123.0038249999999 37.6503143))",-122.99882499999991,37.645314299999995,POINT (-122.9988249999999 37.6453143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,557,"POLYGON ((-122.9938249999999 37.76031429999998, -122.9838249999999 37.76031429999998, -122.9838249999999 37.75031429999998, -122.9938249999999 37.75031429999998, -122.9938249999999 37.76031429999998))",-122.98882499999989,37.75531429999999,POINT (-122.9888249999999 37.75531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,558,"POLYGON ((-122.9938249999999 37.75031429999998, -122.9838249999999 37.75031429999998, -122.9838249999999 37.74031429999998, -122.9938249999999 37.74031429999998, -122.9938249999999 37.75031429999998))",-122.98882499999989,37.745314299999976,POINT (-122.9888249999999 37.74531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,559,"POLYGON ((-122.9938249999999 37.74031429999998, -122.9838249999999 37.74031429999998, -122.9838249999999 37.73031429999998, -122.9938249999999 37.73031429999998, -122.9938249999999 37.74031429999998))",-122.98882499999989,37.735314299999985,POINT (-122.9888249999999 37.73531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,560,"POLYGON ((-122.9938249999999 37.73031429999998, -122.9838249999999 37.73031429999998, -122.9838249999999 37.72031429999998, -122.9938249999999 37.72031429999998, -122.9938249999999 37.73031429999998))",-122.98882499999989,37.72531429999998,POINT (-122.9888249999999 37.72531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,561,"POLYGON ((-122.9938249999999 37.72031429999998, -122.9838249999999 37.72031429999998, -122.9838249999999 37.71031429999999, -122.9938249999999 37.71031429999999, -122.9938249999999 37.72031429999998))",-122.98882499999989,37.715314299999996,POINT (-122.9888249999999 37.7153143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,562,"POLYGON ((-122.9938249999999 37.71031429999999, -122.9838249999999 37.71031429999999, -122.9838249999999 37.70031429999999, -122.9938249999999 37.70031429999999, -122.9938249999999 37.71031429999999))",-122.98882499999989,37.70531429999998,POINT (-122.9888249999999 37.70531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,563,"POLYGON ((-122.9938249999999 37.70031429999999, -122.9838249999999 37.70031429999999, -122.9838249999999 37.69031429999999, -122.9938249999999 37.69031429999999, -122.9938249999999 37.70031429999999))",-122.98882499999989,37.69531429999999,POINT (-122.9888249999999 37.69531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,564,"POLYGON ((-122.9938249999999 37.69031429999999, -122.9838249999999 37.69031429999999, -122.9838249999999 37.68031429999999, -122.9938249999999 37.68031429999999, -122.9938249999999 37.69031429999999))",-122.98882499999989,37.68531429999999,POINT (-122.9888249999999 37.68531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,565,"POLYGON ((-122.9938249999999 37.68031429999999, -122.9838249999999 37.68031429999999, -122.9838249999999 37.67031429999999, -122.9938249999999 37.67031429999999, -122.9938249999999 37.68031429999999))",-122.98882499999989,37.6753143,POINT (-122.9888249999999 37.6753143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,566,"POLYGON ((-122.9938249999999 37.67031429999999, -122.9838249999999 37.67031429999999, -122.9838249999999 37.6603143, -122.9938249999999 37.6603143, -122.9938249999999 37.67031429999999))",-122.98882499999989,37.66531429999999,POINT (-122.9888249999999 37.66531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,567,"POLYGON ((-122.9938249999999 37.6603143, -122.9838249999999 37.6603143, -122.9838249999999 37.6503143, -122.9938249999999 37.6503143, -122.9938249999999 37.6603143))",-122.98882499999989,37.6553143,POINT (-122.9888249999999 37.6553143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,568,"POLYGON ((-122.9938249999999 37.6503143, -122.9838249999999 37.6503143, -122.9838249999999 37.6403143, -122.9938249999999 37.6403143, -122.9938249999999 37.6503143))",-122.98882499999989,37.645314299999995,POINT (-122.9888249999999 37.6453143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,587,"POLYGON ((-122.9838249999999 37.76031429999998, -122.9738249999999 37.76031429999998, -122.9738249999999 37.75031429999998, -122.9838249999999 37.75031429999998, -122.9838249999999 37.76031429999998))",-122.97882499999989,37.75531429999999,POINT (-122.9788249999999 37.75531429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,588,"POLYGON ((-122.9838249999999 37.75031429999998, -122.9738249999999 37.75031429999998, -122.9738249999999 37.74031429999998, -122.9838249999999 37.74031429999998, -122.9838249999999 37.75031429999998))",-122.97882499999989,37.745314299999976,POINT (-122.9788249999999 37.74531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,589,"POLYGON ((-122.9838249999999 37.74031429999998, -122.9738249999999 37.74031429999998, -122.9738249999999 37.73031429999998, -122.9838249999999 37.73031429999998, -122.9838249999999 37.74031429999998))",-122.97882499999989,37.735314299999985,POINT (-122.9788249999999 37.73531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,590,"POLYGON ((-122.9838249999999 37.73031429999998, -122.9738249999999 37.73031429999998, -122.9738249999999 37.72031429999998, -122.9838249999999 37.72031429999998, -122.9838249999999 37.73031429999998))",-122.97882499999989,37.72531429999998,POINT (-122.9788249999999 37.72531429999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
